1	康1	学生宿舍
2	康2	学生宿舍
3	竹1	学生宿舍
4	竹2	学生宿舍
5	竹3	学生宿舍
6	竹4	学生宿舍
7	竹5	学生宿舍
8	竹6	学生宿舍
9	竹7	学生宿舍
10	竹8	学生宿舍
11	竹9	学生宿舍
12	竹10	学生宿舍
13	综合楼	继教院
14	南门	出去就是安堂村
15	南二门	机场快线
16	旧饭	旧的旧的旧的
17	桂7	学生宿舍
18	桂6	学生宿舍
19	桂5	学生宿舍
20	桂4	学生宿舍
21	桂3	学生宿舍
22	桂2	学生宿舍
23	桂1	学生宿舍
24	松1	学生宿舍
25	松2	学生宿舍
26	松3	学生宿舍
27	梅6	学生宿舍
28	梅5	学生宿舍
29	梅4	学生宿舍
30	梅3	学生宿舍
31	梅2	学生社会
32	梅1	学生宿舍
33	一教	第一教学楼
34	二教	第二教学楼
35	三教	第三教学楼
36	图书馆	很大很大
37	实验楼	很大
